subject,phase,roi,pipeline,scope,rho
1,pilot,nsdgeneral,raw_glmsingle,all,0.26171377641965876
1,pilot,nsdgeneral,raw_glmsingle,within_set,0.15665349143610013
1,pilot,nsdgeneral,raw_glmsingle,between_set,0.30386692960644773
1,pilot,nsdgeneral,raw_glmsingle,block_residual,0.10532173848593675
1,pilot,nsdgeneral,task_pooled,all,0.034638735877125966
1,pilot,nsdgeneral,task_pooled,within_set,0.2156785243741765
1,pilot,nsdgeneral,task_pooled,between_set,0.010593805672258899
1,pilot,nsdgeneral,task_pooled,block_residual,0.04042253762757055
1,pilot,nsdgeneral,attention_reference,all,0.14166432123088468
1,pilot,nsdgeneral,attention_reference,within_set,0.32476943346508563
1,pilot,nsdgeneral,attention_reference,between_set,0.04902493164518373
1,pilot,nsdgeneral,attention_reference,block_residual,-0.005178450646999996
1,pilot,early_visual,raw_glmsingle,all,0.40907750660072634
1,pilot,early_visual,raw_glmsingle,within_set,0.35704874835309613
1,pilot,early_visual,raw_glmsingle,between_set,0.4394523993255023
1,pilot,early_visual,raw_glmsingle,block_residual,0.1850139024133448
1,pilot,early_visual,task_pooled,all,0.09167638347204911
1,pilot,early_visual,task_pooled,within_set,0.06376811594202898
1,pilot,early_visual,task_pooled,between_set,0.13415644916973907
1,pilot,early_visual,task_pooled,block_residual,0.0969957905486818
1,pilot,early_visual,attention_reference,all,-0.011529492179646978
1,pilot,early_visual,attention_reference,within_set,-0.0380764163372859
1,pilot,early_visual,attention_reference,between_set,0.015385787914296872
1,pilot,early_visual,attention_reference,block_residual,0.046525733882091976
1,pilot,higher_visual,raw_glmsingle,all,0.3144324715532145
1,pilot,higher_visual,raw_glmsingle,within_set,0.39934123847167324
1,pilot,higher_visual,raw_glmsingle,between_set,0.23953242447626397
1,pilot,higher_visual,raw_glmsingle,block_residual,0.2938708953651994
1,pilot,higher_visual,task_pooled,all,0.0816613726830445
1,pilot,higher_visual,task_pooled,within_set,0.2812911725955204
1,pilot,higher_visual,task_pooled,between_set,-0.0649918545828689
1,pilot,higher_visual,task_pooled,block_residual,0.04320868037759938
1,pilot,higher_visual,attention_reference,all,0.27645986624314794
1,pilot,higher_visual,attention_reference,within_set,0.2142292490118577
1,pilot,higher_visual,attention_reference,between_set,0.2864424057084608
1,pilot,higher_visual,attention_reference,block_residual,0.16370960315092917
2,heldout,nsdgeneral,raw_glmsingle,all,0.07619650731105838
2,heldout,nsdgeneral,raw_glmsingle,within_set,0.004874835309617917
2,heldout,nsdgeneral,raw_glmsingle,between_set,0.11301647184353177
2,heldout,nsdgeneral,raw_glmsingle,block_residual,0.1292484759719746
2,heldout,nsdgeneral,task_pooled,all,0.07676946376636778
2,heldout,nsdgeneral,task_pooled,within_set,0.2840579710144927
2,heldout,nsdgeneral,task_pooled,between_set,-0.03401068907370887
2,heldout,nsdgeneral,task_pooled,block_residual,0.07829865438028724
2,heldout,nsdgeneral,attention_reference,all,0.06240869553563051
2,heldout,nsdgeneral,attention_reference,within_set,0.46916996047430826
2,heldout,nsdgeneral,attention_reference,between_set,-0.12039974468166185
2,heldout,nsdgeneral,attention_reference,block_residual,0.023127196527418317
2,heldout,early_visual,raw_glmsingle,all,0.021085467679894925
2,heldout,early_visual,raw_glmsingle,within_set,-0.1727272727272727
2,heldout,early_visual,raw_glmsingle,between_set,0.12200977450055732
2,heldout,early_visual,raw_glmsingle,block_residual,0.2630954497386392
2,heldout,early_visual,task_pooled,all,0.11231286773082438
2,heldout,early_visual,task_pooled,within_set,0.1984189723320158
2,heldout,early_visual,task_pooled,between_set,0.06747835033867787
2,heldout,early_visual,task_pooled,block_residual,0.18995646296033872
2,heldout,early_visual,attention_reference,all,0.06577272057148217
2,heldout,early_visual,attention_reference,within_set,0.3753623188405797
2,heldout,early_visual,attention_reference,between_set,-0.08698924423866548
2,heldout,early_visual,attention_reference,block_residual,0.040886308347314666
2,heldout,higher_visual,raw_glmsingle,all,-0.05028614316540013
2,heldout,higher_visual,raw_glmsingle,within_set,-0.08432147562582346
2,heldout,higher_visual,raw_glmsingle,between_set,-0.03439176122019301
2,heldout,higher_visual,raw_glmsingle,block_residual,-0.06674422440673704
2,heldout,higher_visual,task_pooled,all,-0.01881039497138568
2,heldout,higher_visual,task_pooled,within_set,0.31093544137022394
2,heldout,higher_visual,task_pooled,between_set,-0.1389293778044528
2,heldout,higher_visual,task_pooled,block_residual,-0.052054291352439476
2,heldout,higher_visual,attention_reference,all,0.033040488922841865
2,heldout,higher_visual,attention_reference,within_set,0.29183135704874835
2,heldout,higher_visual,attention_reference,between_set,-0.14068230967827985
2,heldout,higher_visual,attention_reference,block_residual,-0.0453301562992158
3,heldout,nsdgeneral,raw_glmsingle,all,-0.07952032487636201
3,heldout,nsdgeneral,raw_glmsingle,within_set,-0.08155467720685111
3,heldout,nsdgeneral,raw_glmsingle,between_set,-0.06938371107109853
3,heldout,nsdgeneral,raw_glmsingle,block_residual,0.0685837418373365
3,heldout,nsdgeneral,task_pooled,all,0.07888705721523058
3,heldout,nsdgeneral,task_pooled,within_set,0.09275362318840578
3,heldout,nsdgeneral,task_pooled,between_set,0.07195594805986644
3,heldout,nsdgeneral,task_pooled,block_residual,0.014374613194993863
3,heldout,nsdgeneral,attention_reference,all,-0.08498519024834812
3,heldout,nsdgeneral,attention_reference,within_set,-0.2156785243741765
3,heldout,nsdgeneral,attention_reference,between_set,-0.04662417712233368
3,heldout,nsdgeneral,attention_reference,block_residual,0.01809100824507197
3,heldout,early_visual,raw_glmsingle,all,-0.29116239797354343
3,heldout,early_visual,raw_glmsingle,within_set,-0.4772068511198946
3,heldout,early_visual,raw_glmsingle,between_set,-0.19692855849933788
3,heldout,early_visual,raw_glmsingle,block_residual,-0.09365801460516042
3,heldout,early_visual,task_pooled,all,0.1335960221409138
3,heldout,early_visual,task_pooled,within_set,0.0984189723320158
3,heldout,early_visual,task_pooled,between_set,0.1563443748987777
3,heldout,early_visual,task_pooled,block_residual,0.06645091523872246
3,heldout,early_visual,attention_reference,all,-0.21040569337782955
3,heldout,early_visual,attention_reference,within_set,-0.26534914361001316
3,heldout,early_visual,attention_reference,between_set,-0.1944420627435289
3,heldout,early_visual,attention_reference,block_residual,-0.10428224195996084
3,heldout,higher_visual,raw_glmsingle,all,0.11324769142106603
3,heldout,higher_visual,raw_glmsingle,within_set,-0.028326745718050064
3,heldout,higher_visual,raw_glmsingle,between_set,0.13802433145655302
3,heldout,higher_visual,raw_glmsingle,block_residual,0.05726687249510668
3,heldout,higher_visual,task_pooled,all,0.13401484995912238
3,heldout,higher_visual,task_pooled,within_set,0.141897233201581
3,heldout,higher_visual,task_pooled,between_set,-0.035630245696266445
3,heldout,higher_visual,task_pooled,block_residual,-0.016342636283302202
3,heldout,higher_visual,attention_reference,all,0.00779019741868039
3,heldout,higher_visual,attention_reference,within_set,-0.06324110671936758
3,heldout,higher_visual,attention_reference,between_set,-0.03196242628635666
3,heldout,higher_visual,attention_reference,block_residual,-0.0028212889073537385
4,heldout,nsdgeneral,raw_glmsingle,all,0.24896465763338826
4,heldout,nsdgeneral,raw_glmsingle,within_set,0.24861660079051381
4,heldout,nsdgeneral,raw_glmsingle,between_set,0.268951194184839
4,heldout,nsdgeneral,raw_glmsingle,block_residual,0.3577822306057365
4,heldout,nsdgeneral,task_pooled,all,0.0026939005267178637
4,heldout,nsdgeneral,task_pooled,within_set,0.10105401844532279
4,heldout,nsdgeneral,task_pooled,between_set,0.038135795059399624
4,heldout,nsdgeneral,task_pooled,block_residual,0.08754307305584835
4,heldout,nsdgeneral,attention_reference,all,0.21935855681985708
4,heldout,nsdgeneral,attention_reference,within_set,0.39051383399209477
4,heldout,nsdgeneral,attention_reference,between_set,0.07313727171396724
4,heldout,nsdgeneral,attention_reference,block_residual,0.003771642879272441
4,heldout,early_visual,raw_glmsingle,all,0.1952575288488601
4,heldout,early_visual,raw_glmsingle,within_set,0.1882740447957839
4,heldout,early_visual,raw_glmsingle,between_set,0.22291767888955574
4,heldout,early_visual,raw_glmsingle,block_residual,0.2916764533996924
4,heldout,early_visual,task_pooled,all,0.12613083510916326
4,heldout,early_visual,task_pooled,within_set,0.34795783926218704
4,heldout,early_visual,task_pooled,between_set,0.03345813446130689
4,heldout,early_visual,task_pooled,block_residual,0.1518012978181746
4,heldout,early_visual,attention_reference,all,0.12452253628724215
4,heldout,early_visual,attention_reference,within_set,0.3516469038208168
4,heldout,early_visual,attention_reference,between_set,-0.0010479484028313659
4,heldout,early_visual,attention_reference,block_residual,-0.02164073729816461
4,heldout,higher_visual,raw_glmsingle,all,0.049944379665741896
4,heldout,higher_visual,raw_glmsingle,within_set,0.052832674571805
4,heldout,higher_visual,raw_glmsingle,between_set,0.08202577953070965
4,heldout,higher_visual,raw_glmsingle,block_residual,0.1549534027096122
4,heldout,higher_visual,task_pooled,all,0.12677080401538607
4,heldout,higher_visual,task_pooled,within_set,0.03965744400527008
4,heldout,higher_visual,task_pooled,between_set,0.1674716815761144
4,heldout,higher_visual,task_pooled,block_residual,0.1437860369532176
4,heldout,higher_visual,attention_reference,all,0.23187648265047642
4,heldout,higher_visual,attention_reference,within_set,0.27470355731225293
4,heldout,higher_visual,attention_reference,between_set,0.15814494079091523
4,heldout,higher_visual,attention_reference,block_residual,0.11619650415467597
5,heldout,nsdgeneral,raw_glmsingle,all,-0.20792288207148887
5,heldout,nsdgeneral,raw_glmsingle,within_set,-0.35691699604743077
5,heldout,nsdgeneral,raw_glmsingle,between_set,-0.170110606190517
5,heldout,nsdgeneral,raw_glmsingle,block_residual,-0.03574779862167933
5,heldout,nsdgeneral,task_pooled,all,0.20734322437108813
5,heldout,nsdgeneral,task_pooled,within_set,0.4429512516469038
5,heldout,nsdgeneral,task_pooled,between_set,0.06401059380567226
5,heldout,nsdgeneral,task_pooled,block_residual,0.039778724197547244
5,heldout,nsdgeneral,attention_reference,all,-0.028178735609076164
5,heldout,nsdgeneral,attention_reference,within_set,-0.18063241106719366
5,heldout,nsdgeneral,attention_reference,between_set,0.10496632274905446
5,heldout,nsdgeneral,attention_reference,block_residual,0.23497379396695345
5,heldout,early_visual,raw_glmsingle,all,-0.14584924879042524
5,heldout,early_visual,raw_glmsingle,within_set,-0.3662714097496706
5,heldout,early_visual,raw_glmsingle,between_set,-0.0478150275800966
5,heldout,early_visual,raw_glmsingle,block_residual,0.01936716433190278
5,heldout,early_visual,task_pooled,all,0.10383914331282751
5,heldout,early_visual,task_pooled,within_set,0.15836627140974965
5,heldout,early_visual,task_pooled,between_set,0.01710061257347547
5,heldout,early_visual,task_pooled,block_residual,0.003433230994039809
5,heldout,early_visual,attention_reference,all,0.07283248227520672
5,heldout,early_visual,attention_reference,within_set,-0.24308300395256913
5,heldout,early_visual,attention_reference,between_set,0.2221936418112359
5,heldout,early_visual,attention_reference,block_residual,0.22017322119485877
5,heldout,higher_visual,raw_glmsingle,all,-0.165235950839666
5,heldout,higher_visual,raw_glmsingle,within_set,-0.00764163372859025
5,heldout,higher_visual,raw_glmsingle,between_set,-0.3855687978126459
5,heldout,higher_visual,raw_glmsingle,block_residual,-0.13633675191266945
5,heldout,higher_visual,task_pooled,all,0.18553067159878306
5,heldout,higher_visual,task_pooled,within_set,0.4495388669301712
5,heldout,higher_visual,task_pooled,between_set,-0.01340421275257938
5,heldout,higher_visual,task_pooled,block_residual,0.1284716197083263
5,heldout,higher_visual,attention_reference,all,-0.08215056357471218
5,heldout,higher_visual,attention_reference,within_set,-0.012648221343873516
5,heldout,higher_visual,attention_reference,between_set,-0.11676050568273838
5,heldout,higher_visual,attention_reference,block_residual,0.012187931589027999
6,heldout,nsdgeneral,raw_glmsingle,all,-0.21280473912052855
6,heldout,nsdgeneral,raw_glmsingle,within_set,-0.3957839262187088
6,heldout,nsdgeneral,raw_glmsingle,between_set,-0.11186372860041728
6,heldout,nsdgeneral,raw_glmsingle,block_residual,-0.062337606614797
6,heldout,nsdgeneral,task_pooled,all,0.16223044241620094
6,heldout,nsdgeneral,task_pooled,within_set,0.2284584980237154
6,heldout,nsdgeneral,task_pooled,between_set,0.11496946659426295
6,heldout,nsdgeneral,task_pooled,block_residual,0.14763883519285134
6,heldout,nsdgeneral,attention_reference,all,0.032370364413708066
6,heldout,nsdgeneral,attention_reference,within_set,0.04993412384716732
6,heldout,nsdgeneral,attention_reference,between_set,-0.004639553383444321
6,heldout,nsdgeneral,attention_reference,block_residual,0.06661828730026523
6,heldout,early_visual,raw_glmsingle,all,0.0637388926862611
6,heldout,early_visual,raw_glmsingle,within_set,-0.00592885375494071
6,heldout,early_visual,raw_glmsingle,between_set,0.07912010441376813
6,heldout,early_visual,raw_glmsingle,block_residual,0.050939018391227185
6,heldout,early_visual,task_pooled,all,0.0948728773806173
6,heldout,early_visual,task_pooled,within_set,0.3326745718050066
6,heldout,early_visual,task_pooled,between_set,-0.059256718778282695
6,heldout,early_visual,task_pooled,block_residual,0.12981607825241892
6,heldout,early_visual,attention_reference,all,0.007686328119764651
6,heldout,early_visual,attention_reference,within_set,0.16073781291172592
6,heldout,early_visual,attention_reference,between_set,-0.07463297988891747
6,heldout,early_visual,attention_reference,block_residual,0.006906584631799506
6,heldout,higher_visual,raw_glmsingle,all,0.14368809724846873
6,heldout,higher_visual,raw_glmsingle,within_set,0.3332015810276679
6,heldout,higher_visual,raw_glmsingle,between_set,0.027837320300665925
6,heldout,higher_visual,raw_glmsingle,block_residual,0.20984892828187426
6,heldout,higher_visual,task_pooled,all,0.19003390830016215
6,heldout,higher_visual,task_pooled,within_set,0.21251646903820817
6,heldout,higher_visual,task_pooled,between_set,0.14097764059180504
6,heldout,higher_visual,task_pooled,block_residual,0.1427575523295214
6,heldout,higher_visual,attention_reference,all,-0.027609129776312438
6,heldout,higher_visual,attention_reference,within_set,-0.15546772068511197
6,heldout,higher_visual,attention_reference,between_set,-0.03999352177350977
6,heldout,higher_visual,attention_reference,block_residual,0.0008603765550828384
7,heldout,nsdgeneral,raw_glmsingle,all,0.1041876080575771
7,heldout,nsdgeneral,raw_glmsingle,within_set,-0.003425559947299077
7,heldout,nsdgeneral,raw_glmsingle,between_set,0.19269865767336403
7,heldout,nsdgeneral,raw_glmsingle,block_residual,0.31379234190928645
7,heldout,nsdgeneral,task_pooled,all,0.007679626874673312
7,heldout,nsdgeneral,task_pooled,within_set,0.20461133069828719
7,heldout,nsdgeneral,task_pooled,between_set,0.08423599798031761
7,heldout,nsdgeneral,task_pooled,block_residual,0.10225055543143112
7,heldout,nsdgeneral,attention_reference,all,0.14211665527455
7,heldout,nsdgeneral,attention_reference,within_set,0.2951251646903821
7,heldout,nsdgeneral,attention_reference,between_set,0.05031105013956767
7,heldout,nsdgeneral,attention_reference,block_residual,0.14896948677896937
7,heldout,early_visual,raw_glmsingle,all,-0.146013429295163
7,heldout,early_visual,raw_glmsingle,within_set,-0.3187088274044795
7,heldout,early_visual,raw_glmsingle,between_set,-0.03292463345622909
7,heldout,early_visual,raw_glmsingle,block_residual,0.1562199525391369
7,heldout,early_visual,task_pooled,all,-0.007368018977926097
7,heldout,early_visual,task_pooled,within_set,0.1818181818181818
7,heldout,early_visual,task_pooled,between_set,0.0018196194994617354
7,heldout,early_visual,task_pooled,block_residual,0.06121697154524305
7,heldout,early_visual,attention_reference,all,0.13544556578612305
7,heldout,early_visual,attention_reference,within_set,0.5321475625823451
7,heldout,early_visual,attention_reference,between_set,-0.06609696380767288
7,heldout,early_visual,attention_reference,block_residual,0.05323322901724471
7,heldout,higher_visual,raw_glmsingle,all,0.14716604345087317
7,heldout,higher_visual,raw_glmsingle,within_set,0.24808959156785243
7,heldout,higher_visual,raw_glmsingle,between_set,0.005820877037545133
7,heldout,higher_visual,raw_glmsingle,block_residual,0.08854707673242561
7,heldout,higher_visual,task_pooled,all,0.19530108694195378
7,heldout,higher_visual,task_pooled,within_set,0.2657444005270092
7,heldout,higher_visual,task_pooled,between_set,0.1079291586879686
7,heldout,higher_visual,task_pooled,block_residual,0.13643336305978884
7,heldout,higher_visual,attention_reference,all,0.22963491616742387
7,heldout,higher_visual,attention_reference,within_set,0.38194993412384715
7,heldout,higher_visual,attention_reference,between_set,0.10342298055579371
7,heldout,higher_visual,attention_reference,block_residual,0.10223794941437701
8,heldout,nsdgeneral,raw_glmsingle,all,-0.045280313082170655
8,heldout,nsdgeneral,raw_glmsingle,within_set,-0.10105401844532279
8,heldout,nsdgeneral,raw_glmsingle,between_set,-0.014804652890908572
8,heldout,nsdgeneral,raw_glmsingle,block_residual,-0.08587041382675945
8,heldout,nsdgeneral,task_pooled,all,0.17322718561108652
8,heldout,nsdgeneral,task_pooled,within_set,0.31725955204216066
8,heldout,nsdgeneral,task_pooled,between_set,0.06180037535606428
8,heldout,nsdgeneral,task_pooled,block_residual,0.11661516049192672
8,heldout,nsdgeneral,attention_reference,all,0.12835564847948747
8,heldout,nsdgeneral,attention_reference,within_set,-0.08234519104084322
8,heldout,nsdgeneral,attention_reference,between_set,0.14650318671582496
8,heldout,nsdgeneral,attention_reference,block_residual,0.14321106520817897
8,heldout,early_visual,raw_glmsingle,all,0.01782866256550467
8,heldout,early_visual,raw_glmsingle,within_set,0.07523056653491436
8,heldout,early_visual,raw_glmsingle,between_set,0.010717654119866244
8,heldout,early_visual,raw_glmsingle,block_residual,-0.11488826701301814
8,heldout,early_visual,task_pooled,all,0.16113813946631284
8,heldout,early_visual,task_pooled,within_set,0.2525691699604743
8,heldout,early_visual,task_pooled,between_set,0.10463288462088086
8,heldout,early_visual,task_pooled,block_residual,0.1398987519729105
8,heldout,early_visual,attention_reference,all,0.11183707932933938
8,heldout,early_visual,attention_reference,within_set,-0.20079051383399207
8,heldout,early_visual,attention_reference,between_set,0.25871940705174007
8,heldout,early_visual,attention_reference,block_residual,0.1512195062848545
8,heldout,higher_visual,raw_glmsingle,all,0.021963330786860198
8,heldout,higher_visual,raw_glmsingle,within_set,0.15125164690382079
8,heldout,higher_visual,raw_glmsingle,between_set,-0.13233682967027732
8,heldout,higher_visual,raw_glmsingle,block_residual,-0.11249901656799152
8,heldout,higher_visual,task_pooled,all,0.29334365325077394
8,heldout,higher_visual,task_pooled,within_set,0.3669301712779973
8,heldout,higher_visual,task_pooled,between_set,0.043242161822287004
8,heldout,higher_visual,task_pooled,block_residual,0.1550080418419059
8,heldout,higher_visual,attention_reference,all,0.2707839116507847
8,heldout,higher_visual,attention_reference,within_set,0.07852437417654808
8,heldout,higher_visual,attention_reference,between_set,0.15383882553564454
8,heldout,higher_visual,attention_reference,block_residual,0.20520559833272026
